stateid,nid,year,statefip,suiWun,suiWMun,suiWFun,perc_empl_white,perc_empl_white_men,perc_empl_white_women,citi6016,inst6017_nom,gini,povertyrate,gdp,perc_snap,perc_college,single_person_hh,avg_hh_size,hfr,sexratio_mf,binge_drinking,population,logpop,popdensity,lpopdens,age_under_18,age_18_34,age_35_64,age_above_64,perc_white,perc_hispanic,suiWunl95,suiWunu95,suiWunse,suiWMun95l,suiWMun95u,suiWMunse,suiWFun95l,suiWFun95u,suiWFunse
Mississippi,24,2006,28,15.1,23.4,7.1,58.799999,67.699997,50.299999,37.46809,46.116314,47.09999999999999,20.6,33649,15.411821,18.927931,13.350857,3.2800407,49,.95844066,9.5,2904978,14.881936,62.0492205481259,4.1279278,26.07512664794922,23.3360481262207,38.1961784362793,12.39264869689941,60.678776,1.6804785,13.3,17,.89999998,20.200001,26.6,1.6,5.5,9.1000004,.89999998
Mississippi,24,2007,28,18.5,30.4,6.9,59.200001,67,51.799999,42.918228,42.240944,48,22.6,34219,14.551403,19.186995,13.144716,3.2233067,52.2,.96194988,11.30000019073486,2928350,14.88995,61.9549488139241,4.1264076,26.33086395263672,23.49983787536621,37.792236328125,12.37706089019775,60.581924,1.7788566,16.5,20.5,1,26.799999,34,1.9,5.3000002,8.8999996,.89999998
Mississippi,24,2008,28,19.8,32.8,7,59,65.400002,52.799999,49.592079,43.453362,47.8,18.1,35411,15.16996,19.757977,13.368972,3.223865,49.7,.96558899,10.80000019073486,2947806,14.896572,62.2251006492488,4.1307583,26.15165901184082,23.42371368408203,37.93719482421875,12.48743438720703,60.359257,1.9271644,17.700001,21.799999,1,29.1,36.599998,1.9,5.4000001,9,.89999998
Mississippi,24,2009,28,18.1,29.7,6.8,54.299999,61.400002,47.5,39.934307,43.616959,47,23.1,33616,17.098974,20.268927,13.472409,3.237756,47.8,.96380049,10.10000038146973,2958774,14.900286,62.29864883422852,4.1319399,26.14884567260742,23.83438682556152,37.53754043579102,12.47922801971436,60.580166,2.2228689,16.200001,20.1,1,26.1,33.299999,1.8,5.1999998,8.6999998,.89999998
Mississippi,24,2010,28,18.7,29.5,8.199999999999999,55.799999,62.900002,49.200001,31.165678,43.361214,46.8,22.7,33658,19.380899,19.95039,12.868328,3.3311639,48,.95890141,9.899999618530273,2970316,14.904179,62.69791030883789,4.1383281,25.74361991882324,23.32637977600098,38.37601852416992,12.55398082733154,60.316242,2.4988587,16.700001,20.700001,1,25.9,33,1.8,6.5,10.3,.89999998
Mississippi,24,2011,28,18.8,29.9,7.9,57.700001,63.900002,51.900002,45.373795,47.924068,47.34999999999999,17.4,33144,20.906521,20.380302,13.044029,3.2423654,49.8,.95779401,14.19999980926514,2977999,14.906762,63.01137924194336,4.1433153,25.60148048400879,23.25927543640137,38.44972610473633,12.68951892852783,60.296112,2.7224331,16.799999,20.799999,1,26.299999,33.5,1.8,6.1999998,9.8999996,.89999998
Mississippi,24,2012,28,19.5,31.4,7.9,57.700001,65.599998,50.200001,45.621002,33.075817,48.7,22,33385,22.101385,20.866009,13.210344,3.2668288,56.8,.95335722,12.10000038146973,2985660,14.909331,63.24409866333008,4.1470017,25.38970565795898,23.34160041809082,38.33438873291016,12.93430423736572,60.1175,2.5507836,17.5,21.5,1,27.700001,35.099998,1.9,6.1999998,9.8999996,.89999998
Mississippi,24,2013,28,18.2,28.7,7.9,54.099998,61.5,47.299999,46.636497,33.624332,47.91,22.5,33333,22.354721,20.781916,13.006088,3.2472577,50.2,.96794325,12.39999961853027,2990976,14.91111,63.44126892089844,4.1501145,25.14370727539063,23.40490341186523,38.25522232055664,13.1961669921875,59.787537,2.6578236,16.299999,20.200001,1,25.200001,32.200001,1.8,6.1999998,10,.89999998
Mississippi,24,2014,28,17.9,27.9,8.1,52.5,60.200001,45.299999,40.947151,32.518257,47.59999999999999,22.1,33479,21.943661,21.172819,13.643761,3.2394195,48.8,.95918381,12.80000019073486,2993443,14.911935,63.60052871704102,4.1526217,24.9066047668457,23.41130065917969,38.17266464233398,13.50942993164063,60.05035,2.6613193,16,19.9,1,24.4,31.4,1.8,6.4000001,10.2,.89999998
Mississippi,24,2015,28,20.4,32.4,8.699999999999999,53.400002,61.200001,46.099998,44.159439,30.848146,47.58999943733215,19.1,33543,21.265087,21.110325,13.51347,3.2340395,47.4,.95926541,11.89999961853027,2992333,14.911564,63.68014907836914,4.153873,24.63698196411133,23.42516899108887,38.05492401123047,13.8829231262207,59.642227,2.8614798,18.299999,22.5,1.1,28.6,36.099998,1.9,6.9000001,10.8,1
Mississippi,24,2016,28,18.3,28.8,8.1,53.200001,59.400002,47.299999,45.529827,30.848146,48.28000068664551,21.1,33688,19.495197,22.161644,13.638219,3.1989214,54.1,.94249874,12.3,2988726,14.910357,63.70383071899414,4.1542449,24.49608421325684,23.31298828125,37.91844177246094,14.27248573303223,59.534031,2.9152892,16.299999,20.299999,1,25.299999,32.400002,1.8,6.3000002,10.1,.89999998
Missouri,25,2000,29,13.6,22.5,5.1,69.099998,75.5,62.900002,41.598927,61.054119,43.69,9.199999999999999,43880,7.5494647,21.573994,10.83629,3.2659087,46.1,.97649127,15.25,5607285,15.539577,81.22429656982422,4.3972144,25.51632118225098,22.78217887878418,38.20104217529297,13.50045585632324,86.009109,2.1665635,12.6,14.7,.5,20.6,24.5,1,4.1999998,6,.5
Missouri,25,2001,29,13.8,23.1,4.8,68.400002,73.5,63.400002,46.772125,37.706451,42.71,9.699999999999999,43326,8.0555849,23.03833,11.154204,3.1979685,44.6,.95883876,14.10000038146973,5641142,15.545597,81.82311779603515,4.4045596,25.32115936279297,22.77602513631185,38.42856725056964,13.47424681981406,86.537643,2.0695896,12.7,14.8,.5,21.200001,25.1,1,4,5.6999998,.40000001
Missouri,25,2002,29,13.2,22.3,4.5,66.300003,71.900002,61.200001,48.079037,38.941406,42.58,9.9,43493,9.0752754,23.987303,11.126224,3.1993837,47.7,.95322359,17.20000076293945,5674825,15.55155,82.42193902224608,4.4118519,25.12599754333496,22.76987139383952,38.65609232584637,13.44803778330486,86.427269,2.0418303,12.2,14.2,.5,20.4,24.200001,1,3.7,5.3000002,.40000001
Missouri,25,2003,29,12.9,20.6,5.4,66.199997,72.400002,60.5,43.926525,50.941299,42.64,10.7,44101,10.360662,24.141293,10.984376,3.2024536,43.3,.96387154,17.20000076293945,5709403,15.557625,83.02076024845701,4.4190907,24.93083572387695,22.76371765136719,38.88361740112305,13.42182874679566,86.179825,2.2586243,11.9,13.9,.5,18.799999,22.4,.89999998,4.5,6.3000002,.5
Missouri,25,2004,29,13.1,20.8,5.7,64.599998,70.300003,59.400002,46.946682,50.941299,44.09,12.2,44758,12.172016,24.336771,11.768291,3.2148516,45.1,.95704699,16.20000076293945,5747741,15.564318,83.61958147466817,4.4262776,24.73567390441895,22.75756390889486,39.11114247639972,13.39561971028647,86.31366,2.5747926,12.1,14.1,.5,19,22.6,.89999998,4.8000002,6.6999998,.5
Missouri,25,2005,29,13.6,22.5,5,64.300003,71,58.099998,47.594997,30.016665,44.57,11.6,45167,13.236361,24.114218,11.511144,3.1942589,41.7,.96188951,14.69999980926514,5790300,15.571694,84.2184027008791,4.4334135,24.54051208496094,22.75141016642253,39.33866755167645,13.36941067377727,85.883347,2.7472911,12.5,14.6,.5,20.6,24.4,1,4.0999999,5.8000002,.40000001
Missouri,25,2006,29,14.9,23.9,6.3,64.800003,71.099998,58.799999,48.950424,29.828974,44.9,11.4,45053,13.62982,24.130491,14.040224,3.1656415,44.5,.97725636,16.5,5842704,15.580705,84.81722392709,4.4404988,24.34535026550293,22.7452564239502,39.56619262695313,13.34320163726807,85.544968,2.7697921,13.9,16,.5,21.9,25.799999,1,5.3000002,7.3000002,.5
Missouri,25,2007,29,15.1,24.5,6,64.400002,70.400002,58.799999,60.092087,30.844429,45,12.8,44905,13.994044,25.024817,13.862291,3.1525147,44.9,.97667581,16.20000076293945,5887612,15.588361,84.70008824374089,4.4391165,24.41000747680664,22.58333206176758,39.63602447509766,13.37063598632813,85.675186,2.887496,14,16.200001,.5,22.5,26.5,1,5,6.9000001,.5
Missouri,25,2008,29,14.6,23.2,6.2,62.900002,69,57.200001,60.450924,31.271641,44.8,13.3,45681,14.999606,25.382265,14.14357,3.1335452,48.7,.98096448,15.30000019073486,5923916,15.594508,85.2761565697221,4.4458947,24.23401069641113,22.55883979797363,39.75415420532227,13.45299625396729,86.074829,3.0796881,13.5,15.6,.5,21.4,25.1,1,5.1999998,7.0999999,.5
Missouri,25,2009,29,16,25.6,6.6,60.900002,65.599998,56.5,51.868813,49.366325,45,15.5,44507,17.333229,25.49597,13.878929,3.1568706,47,.9819293,17.20000076293945,5961088,15.600763,85.71246337890625,4.4509983,24.23887825012207,22.80883979797363,39.45928573608398,13.492995262146,85.883835,3.3640802,14.9,17.1,.60000002,23.700001,27.6,1,5.5999999,7.5999999,.5
Missouri,25,2010,29,15.7,26.2,5.5,59.5,63.599998,55.700001,42.512943,49.46999,45.5,14.8,44986,15.032375,25.561413,14.324098,3.1557863,46.3,.98093045,15.60000038146973,5996052,15.606612,86.15337371826172,4.4561291,24.10969734191895,22.66153144836426,39.50569152832031,13.72308158874512,85.056702,3.5395403,14.6,16.799999,.60000002,24.200001,28.200001,1,4.5999999,6.4000001,.5
Missouri,25,2011,29,17,27.1,7.3,61.200001,65.5,57.200001,47.593521,47.128304,46.11,15.4,44378,15.690448,26.534636,14.02896,3.1470001,43.4,.98497063,19.20000076293945,6010587,15.609033,86.64053344726563,4.4617677,23.90353202819824,22.74964904785156,39.47565841674805,13.8711633682251,85.21006,3.5685101,15.9,18.200001,.60000002,25.1,29.200001,1,6.1999998,8.3000002,.5
Missouri,25,2012,29,16.7,26.7,7.1,61,66.199997,56.099998,45.930954,47.128304,46.08,15.2,44612,15.731369,26.232115,14.526349,3.127496,51.1,.98142302,17.29999923706055,6025468,15.611506,87.02764892578125,4.4662261,23.70941352844238,22.83367919921875,39.35771560668945,14.09919357299805,84.715126,3.6192033,15.6,17.9,.60000002,24.700001,28.700001,1,6.0999999,8.1000004,.5
Missouri,25,2013,29,17.5,28.5,6.8,60.799999,67.099998,54.700001,45.15049,47.169476,46.05,13.7,45012,15.386958,27.262899,14.355369,3.1512873,48.6,.98193949,17.20000076293945,6043708,15.614529,87.38796997070313,4.4703574,23.5225772857666,22.90107154846191,39.22623062133789,14.35012245178223,84.975456,3.755271,16.4,18.700001,.60000002,26.4,30.6,1.1,5.8000002,7.8000002,.5
Missouri,25,2014,29,18.8,30.7,7.2,61,66.199997,56.200001,39.987488,47.169476,46.28,10.4,45106,14.15634,27.762302,14.430925,3.1449876,49.7,.98035604,15.10000038146973,6063827,15.617851,87.69191741943359,4.4738297,23.3323860168457,22.97933959960938,39.04758453369141,14.64069175720215,84.633804,3.8198333,17.6,20,.60000002,28.5,32.900002,1.1,6.1999998,8.1999998,.5
Missouri,25,2015,29,19.1,30.5,8.1,62.299999,67.400002,57.5,41.97448,46.469292,46.34000062942505,9.800000000000001,45572,13.883016,28.156296,14.54753,3.1606781,48.8,.9863832,16.70000076293945,6083672,15.621119,87.94463348388672,4.4767075,23.16915130615234,22.98638534545898,38.88112258911133,14.96334075927734,84.558884,3.9132617,17.9,20.299999,.60000002,28.299999,32.599998,1.1,7,9.1999998,.60000002
Missouri,25,2016,29,20.2,31.2,9.4,63.200001,68.400002,58.299999,47.352768,46.469292,46.4599996805191,13,45259,13.305267,28.770395,14.242557,3.1549642,52.8,.99118418,18.3,6093000,15.622651,88.15125274658203,4.479054,23.02317428588867,22.96137237548828,38.66912460327148,15.34632968902588,84.436813,4.0018711,18.9,21.4,.60000002,29,33.400002,1.1,8.3000002,10.6,.60000002
Montana,26,2000,30,17.9,30.9,5,66.900002,71.599998,62.099998,42.374363,30.359404,45.25,14.1,34716,6.5797491,24.819187,11.658483,3.3499329,64.60000000000001,1.0514503,17.14999961853027,903773,13.714334,6.198419094085693,1.8242943,25.50025177001953,20.9528980255127,40.14076614379883,13.40608215332031,92.921387,1.9601673,15,20.799999,1.5,25.5,36.200001,2.7,3.0999999,7.6999998,1.1
Montana,26,2001,30,19.9,33.6,6.2,64.300003,68.300003,60.200001,49.824093,32.80785,41.97,13.3,34897,6.831275,24.962372,11.372156,3.1294928,62.3,1.009802,16.70000076293945,906961,13.717854,6.247012137032897,1.8321033,25.09823385874427,21.12125682830811,40.29185612996417,13.48865143458048,92.327484,1.8328669,16.799999,22.9,1.5,28,39.200001,2.8,4.0999999,9.1000004,1.2
Montana,26,2002,30,20.6,33.9,7.4,63.299999,67.900002,58.799999,44.504623,32.80785,43.14,13.5,35678,6.9484801,24.375938,11.252458,3.2144425,62.6,1.0178274,19.79999923706055,911667,13.72303,6.2956051799801,1.8398519,24.69621594746911,21.28961563110352,40.44294611612958,13.57122071584067,92.674072,1.9558275,17.5,23.700001,1.6,28.299999,39.5,2.8,5,10.5,1.3
Montana,26,2003,30,19.9,32.4,7.3,64,69,59.099998,44.64138,34.783199,42.49,15.1,36801,7.7552929,25.45821,11.868304,3.1458528,63.2,.99271905,19.10000038146973,919630,13.731727,6.34419822292729,1.8475407,24.29419803619385,21.45797443389893,40.59403610229492,13.65378999710083,92.354568,2.1820064,16.9,22.9,1.5,27,37.799999,2.8,5,10.4,1.3
Montana,26,2004,30,17.9,28.6,7.3,63.900002,68.5,59.400002,44.426151,34.783199,42.99,14.1,38037,8.3308868,27.218876,12.458408,3.1314449,62,1.0256011,17.10000038146973,930009,13.742949,6.392791265874493,1.855171,23.89218012491858,21.62633323669434,40.74512608846027,13.73635927836099,91.979485,2.0791509,15.1,20.700001,1.4,23.5,33.599998,2.5999999,4.9000001,10.3,1.3
Montana,26,2005,30,22.1,36.8,7.4,64.800003,70.400002,59.5,55.129868,54.394199,43.82,13.8,39439,8.6022577,26.864647,12.619363,3.0571973,69.39999999999999,1.0002761,16.79999923706055,940102,13.753744,6.441384308821696,1.8627435,23.49016221364343,21.79469203948975,40.89621607462567,13.81892855962118,92.883179,2.4482737,19,25.299999,1.6,31.1,42.5,2.9000001,5.0999999,10.5,1.3
Montana,26,2006,30,19.7,34.7,4.6,65.5,69.5,61.599998,43.590099,55.242203,42.6,13.5,40340,8.561739,26.962814,13.901922,3.0935624,61.4,1.0211484,16,952692,13.767047,6.4899773517689,1.870259,23.08814430236816,21.96305084228516,41.04730606079102,13.90149784088135,91.120773,2.01687,16.700001,22.6,1.5,29.200001,40.200001,2.8,2.8,7.0999999,1
Montana,26,2007,30,20.8,33.3,8.199999999999999,66.599998,70.199997,63.099998,59.756588,53.990932,44.3,13,41856,8.2894688,26.646591,13.751264,3.0716848,63.9,1.0206298,17.10000038146973,964706,13.779578,6.50497538333983,1.8725673,23.20759582519531,21.88980865478516,41.09039306640625,13.81220149993896,92.277374,2.4663286,17.799999,23.799999,1.5,28,38.700001,2.7,5.6999998,11.3,1.4
Montana,26,2008,30,20.8,32.5,9,64.5,68,61,62.699245,53.990932,44.9,12.9,41132,8.2349205,27.588554,14.018233,3.1275139,69,1.0280169,17.70000076293945,976415,13.791643,6.57148749677922,1.8827403,23.03386497497559,22.01943397521973,41.01104354858398,13.93565654754639,91.481026,3.2139461,17.799999,23.799999,1.5,27.200001,37.799999,2.7,6.4000001,12.2,1.4
Montana,26,2009,30,21.2,34.5,7.8,61.599998,64.300003,58.799999,53.814274,51.781059,43.1,13.5,39978,9.3958015,27.273682,14.654216,3.0917006,62.5,1.0178641,17.29999923706055,983982,13.799363,6.569845199584961,1.8824903,22.97488975524902,22.57614898681641,40.35525894165039,14.09370040893555,91.806778,2.8622887,18.200001,24.200001,1.5,29.1,39.900002,2.8,5.4000001,10.9,1.3
Montana,26,2010,30,22.4,35.8,8.9,59.900002,62.099998,57.599998,44.544117,51.781059,43.5,14,40925,11.464271,30.116835,14.883469,3.0493996,62.1,1.0349886,17,990643,13.806109,6.690258026123047,1.9006524,22.90541839599609,21.79146575927734,40.93756103515625,14.365553855896,92.264595,2.862757,19.299999,25.5,1.6,30.299999,41.299999,2.8,6.3000002,12.1,1.4
Montana,26,2011,30,23.5,35.8,11,60.900002,62.799999,58.900002,53.614426,47.77314,43.51,16.5,41585,12.452368,29.479795,15.383705,2.9950302,60.3,1.027566,20.79999923706055,997746,13.813254,6.752883911132813,1.9099697,22.71029090881348,21.94669723510742,40.73697662353516,14.60603523254395,91.545876,2.9629362,20.299999,26.6,1.6,30.299999,41.299999,2.8,8.1999998,14.5,1.6
Montana,26,2012,30,22.9,37.6,8.1,61.299999,63.799999,58.700001,55.294025,47.77314,45.02,13.4,41847,12.522787,28.600088,15.162351,3.0960939,65.8,1.0180956,21.79999923706055,1005157,13.820654,6.807375907897949,1.9180067,22.51245307922363,22.00901222229004,40.54370880126953,14.93482398986816,91.498604,3.0124133,19.799999,26,1.6,32,43.200001,2.9000001,5.6999998,11.2,1.3
Montana,26,2013,30,22.9,34.4,11.3,61.299999,64.800003,57.900002,49.571125,44.121395,46.2,14.5,41866,12.670609,29.526636,14.910383,3.0689859,63.3,1.0126743,20.79999923706055,1014402,13.82981,6.860754013061523,1.9258174,22.36183547973633,22.15363502502441,40.16627883911133,15.31825065612793,91.272552,3.210808,19.9,26,1.6,29.1,39.799999,2.7,8.5,14.8,1.6
Montana,26,2014,30,24.4,37.6,11,62.400002,65.800003,59.099998,47.502598,42.568748,45.44,12,42250,12.206768,28.23988,15.541448,3.0800955,64,1.0186366,18.89999961853027,1023252,13.838496,6.914454936981201,1.9336141,22.2253246307373,22.29806137084961,39.75833892822266,15.71827411651611,91.402229,3.324316,21.200001,27.6,1.6,32.099998,43.200001,2.8,8.1999998,14.5,1.5
Montana,26,2015,30,26.7,40.3,12.9,61.900002,65.5,58.200001,49.154663,44.164742,46.23000025749207,11.9,43544,11.528304,29.638475,15.571242,3.0151179,60.8,1.0344179,19.79999923706055,1032949,13.847928,6.971682071685791,1.9418565,22.11394691467285,22.3807258605957,39.31520462036133,16.19012069702148,91.480606,3.5996935,23.4,30,1.7,34.5,46,2.9000001,9.8000002,16.6,1.7
Montana,26,2016,30,26.3,43.2,9.199999999999999,60.799999,64.5,57.099998,43.051563,44.164742,46.66999876499176,11.7,42528,11.186932,31.429649,15.066473,3.1305635,65,1.0238106,18.9,1042520,13.857151,7.031402111053467,1.9503862,21.98768615722656,22.32538604736328,38.99066925048828,16.69625854492188,91.864517,3.5199325,23,29.6,1.7,37.299999,49.099998,3,6.5999999,12.3,1.4
Nebraska,27,2000,31,11.6,19.3,4.1,72,77.300003,66.900002,25.469212,35.301811,43.49,8.6,44709,4.8087897,25.117689,11.21509,3.2623301,48.6,1.0136859,15.60000038146973,1713820,14.354236,22.26107978820801,3.1028399,26.31050872802734,23.24002838134766,36.88082885742188,13.56863307952881,91.567909,5.4562788,9.8999996,13.3,.89999998,16.299999,22.4,1.6,2.8,5.6999998,.69999999
Nebraska,27,2001,31,11.5,20.2,3.1,71.699997,78.199997,65.5,32.983875,35.23642,42.3,9.4,45503,4.689517,25.092754,11.573598,3.2384322,40,1.0006533,14.60000038146973,1719836,14.357739,22.38480869460815,3.1083825,26.12345027923584,23.29659175872803,37.07412656148273,13.50583044687907,91.671394,5.8311629,9.8000002,13.2,.80000001,17,23.299999,1.6,2,4.5999999,.60000002
Nebraska,27,2002,31,12.2,20.6,4.1,71.099998,77.099998,65.5,25.282747,35.23642,42.19,10.6,46095,5.1182904,25.239498,11.621675,3.2573965,41.9,1.0077504,17.60000038146973,1728292,14.362644,22.50853760100827,3.1138947,25.93639183044434,23.3531551361084,37.26742426554364,13.44302781422932,91.491959,6.1198955,10.5,13.9,.89999998,17.4,23.700001,1.6,2.8,5.6999998,.69999999
Nebraska,27,2003,31,10.5,18.4,2.8,71.800003,77.300003,66.5,27.186899,35.23642,42.6,9.800000000000001,48382,5.7080722,25.259172,11.977146,3.2454104,39.1,1.006128,18,1738643,14.368615,22.63226650740842,3.1193767,25.74933338165283,23.40971851348877,37.46072196960449,13.38022518157959,90.009674,6.2147546,8.8999996,12.1,.80000001,15.4,21.299999,1.5,1.8,4.1999998,.60000002
Nebraska,27,2004,31,9.699999999999999,15.5,3.9,72.400002,78.800003,66.300003,33.384068,35.23642,42.18,9.4,49207,6.5109158,26.190365,11.346447,3.2598326,46.6,.99860728,17.60000038146973,1749370,14.374766,22.75599541380853,3.1248286,25.56227493286133,23.46628189086914,37.65401967366535,13.31742254892986,90.271324,6.9224691,8.1000004,11.2,.80000001,12.8,18.200001,1.4,2.7,5.5,.69999999
Nebraska,27,2005,31,10.8,17.2,4.6,71.199997,77.300003,65.300003,31.567839,34.455482,42.68,9.5,50465,6.6656375,26.286203,12.255156,3.2427788,37.1,.99464023,17.29999923706055,1761497,14.381675,22.87972432020868,3.1302512,25.37521648406982,23.52284526824951,37.84731737772626,13.25461991628011,90.435448,7.2965398,9.1999998,12.4,.80000001,14.3,20,1.5,3.3,6.4000001,.80000001
Nebraska,27,2006,31,12.1,20.4,3.9,70.800003,77.099998,64.699997,23.517307,34.455482,43,10.2,51553,6.7514791,26.655197,14.061848,3.21772,35.09999999999999,1.0273187,18.10000038146973,1772693,14.38801,23.0034532266088,3.1356444,25.18815803527832,23.57940864562988,38.04061508178711,13.19181728363037,89.197891,7.5577483,10.4,13.8,.89999998,17.299999,23.6,1.6,2.7,5.5,.69999999
Nebraska,27,2007,31,10.7,16.4,5.1,71.400002,77.300003,65.699997,45.802544,32.090038,42.9,9.9,52364,6.7641191,27.107862,13.946244,3.2356558,42.6,1.0099722,18,1783440,14.394054,22.9488172429882,3.1332664,25.27334976196289,23.36289024353027,38.09904098510742,13.2647180557251,90.978828,7.5322995,9.1000004,12.3,.80000001,13.6,19.200001,1.4,3.7,6.9000001,.80000001
Nebraska,27,2008,31,10.9,18.8,3.3,72.099998,77.699997,66.599998,48.302769,32.090038,42.7,10.6,52088,6.7251434,27.688238,14.640535,3.2023251,34,1.0080844,19.10000038146973,1796378,14.401283,23.0368202023199,3.1370938,25.14167976379395,23.35682106018066,38.16745758056641,13.33404064178467,90.234283,8.2968121,9.3000002,12.5,.80000001,15.8,21.799999,1.5,2.0999999,4.6999998,.60000002
Nebraska,27,2009,31,9.6,16.1,3.2,69,73.300003,64.900002,35.041733,31.558102,44,9.9,51884,7.3715591,27.439901,14.635299,3.1912267,41.5,1.0246131,17.89999961853027,1812683,14.410318,23.05279922485352,3.1377871,25.16669273376465,23.67007064819336,37.83979034423828,13.32344722747803,89.517555,8.3631401,8.1000004,11.1,.80000001,13.3,18.799999,1.4,2.0999999,4.6999998,.60000002
Nebraska,27,2010,31,11.1,17.8,4.5,68,71.5,64.599998,19.120388,31.558102,43.2,10.2,53487,8.8969822,27.894714,13.994916,3.1836898,42.5,1.0222616,19.39999961853027,1830025,14.41984,23.41873931884766,3.1535366,25.19730377197266,23.33056259155273,38.08862686157227,13.38350582122803,91.117165,9.1879559,9.5,12.7,.80000001,14.9,20.700001,1.5,3.2,6.1999998,.69999999
Nebraska,27,2011,31,11.1,17.4,4.8,69.5,73.800003,65.400002,25.96093,31.558102,44.67,10.2,55595,9.4553623,28.428135,14.075992,3.1715021,41.8,1.0165013,22.70000076293945,1842383,14.42657,23.60013961791992,3.1612527,25.10902786254883,23.39138031005859,38.04179763793945,13.45779323577881,90.532074,9.4380293,9.5,12.7,.80000001,14.6,20.200001,1.4,3.5,6.5999999,.80000001
Nebraska,27,2012,31,13.2,21.7,4.8,69.800003,74.900002,64.900002,37.290314,31.558102,43.39,12.2,55182,9.4868383,30.007372,14.436399,3.2432055,41.6,1.0098258,22.10000038146973,1855973,14.43392,23.78556060791016,3.1690786,25.06011581420898,23.47422981262207,37.91877365112305,13.54688262939453,89.823898,9.6357088,11.5,15,.89999998,18.6,24.9,1.6,3.5,6.5,.80000001
Nebraska,27,2013,31,12.3,19.7,4.9,69.699997,75.400002,64.199997,33.464897,28.712273,44.45,11,56312,9.6137953,30.610207,13.928862,3.2186301,40.5,1.0162348,20,1869300,14.441074,23.97195053100586,3.1768844,24.98423957824707,23.54664993286133,37.75377655029297,13.71533298492432,90.426521,9.8192368,10.6,13.9,.89999998,16.700001,22.700001,1.5,3.5999999,6.6999998,.80000001
Nebraska,27,2014,31,14,22.7,5.5,68.800003,73.5,64.199997,29.492266,28.712273,43.52,11.8,57024,9.2157106,30.608055,14.218101,3.2432253,36.5,1.0188383,20.29999923706055,1882980,14.448366,24.15407943725586,3.1844532,24.93256950378418,23.5809440612793,37.60091781616211,13.88557052612305,90.635201,10.106494,12.3,15.8,.89999998,19.5,25.9,1.6,4,7.3000002,.80000001
Nebraska,27,2015,31,12.5,19.6,5.4,67.800003,72.900002,62.799999,21.605362,26.984406,44.7299987077713,10.3,58334,9.1811695,30.291721,14.261703,3.2383842,36.2,1.0217316,19.5,1896190,14.455358,24.33303070068359,3.1918347,24.87245750427246,23.58907890319824,37.41270446777344,14.12575912475586,89.769165,10.360776,10.8,14.1,.89999998,16.6,22.6,1.5,3.9000001,7.0999999,.80000001
Nebraska,27,2016,31,12.9,20.8,5.1,68.099998,72.099998,64.099998,30.716007,26.984406,44.76999938488007,9.6,58150,9.2207813,32.743858,14.423454,3.2726872,39.2,1.0209693,20,1907116,14.461102,24.48785018920898,3.1981771,24.85574913024902,23.53976821899414,37.17276382446289,14.43171787261963,89.937477,10.590651,11.2,14.6,.89999998,17.799999,23.9,1.6,3.7,6.9000001,.80000001
Nevada,28,2000,32,22.1,35.9,7.6,67.199997,74.300003,60.099998,50.77494,36.060287,43.41999999999999,8.800000000000001,52183,3.0169795,18.459923,10.410677,3.4300447,47.09999999999999,1.0505348,18.85000038146973,2018741,14.517984,18.19475936889648,2.9011335,25.61227035522461,24.33716011047363,39.09457015991211,10.95599842071533,78.596916,18.818403,19.9,24.299999,1.1,31.9,39.900002,2,5.8000002,9.6999998,1
Nevada,28,2001,32,19.6,30.5,8.199999999999999,66.800003,73.900002,59.700001,52.066494,35.849026,43.59,7.1,50828,3.3275371,18.758116,10.41869,3.4027984,36.9,1.0382751,16.70000076293945,2098399,14.556685,18.94939469160272,2.941772,25.58078320821127,24.21536986033118,39.23705609639484,10.96679019927979,82.184151,20.511429,17.6,21.700001,1.1,26.9,34.099998,1.8,6.4000001,10.3,1
Nevada,28,2002,32,21.4,32.9,9.4,66.099998,74.199997,57.5,47.810917,37.63039,43.48,8.9,50612,4.463861,18.707832,10.234677,3.3654487,38.6,1.0426087,19.79999923706055,2173791,14.591983,19.70403001430896,2.9808233,25.54929606119791,24.09357961018878,39.37954203287762,10.97758197784424,81.39933,21.414352,19.299999,23.6,1.1,29.200001,36.599998,1.9,7.5,11.6,1
Nevada,28,2003,32,21.1,33.4,8.199999999999999,64.400002,72.099998,56.299999,43.753815,36.083164,43.46,10.9,51391,4.9515085,19.651682,10.360287,3.4299119,36,1.0439515,17.89999961853027,2248850,14.62593,20.45866533701519,3.0184066,25.51780891418457,23.97178936004636,39.52202796936035,10.98837375640869,80.678337,22.061413,19,23.1,1.1,29.700001,37,1.9,6.4000001,10.2,.89999998
Nevada,28,2004,32,21.2,32.5,9.300000000000001,63.900002,71.400002,56.099998,52.137596,36.083164,44.16,10.9,54933,5.1263266,19.401337,11.187265,3.3665915,39.2,1.0495051,18,2346222,14.668317,21.21330065972143,3.0546284,25.48632176717123,23.84999910990393,39.66451390584308,10.99916553497314,79.787949,22.925894,19.200001,23.200001,1,29,36.099998,1.8,7.5,11.5,1
Nevada,28,2005,32,22.5,34.9,9.4,64.099998,71.900002,56,54.930244,38.933601,43.68,10.6,57437,5.0041056,20.8813,10.643443,3.4196279,36,1.0339429,17.60000038146973,2432143,14.704284,21.96793598242766,3.0895839,25.45483462015788,23.72820885976154,39.80699984232587,11.0099573135376,78.68454,23.458164,20.4,24.5,1.1,31.299999,38.599998,1.8,7.5999999,11.5,1
